Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0009893~positive regulation of metabolic process	35	24.137931034482758	0.018623371978760014	33963_AT, 35648_AT, 32717_AT, 35915_AT, 40186_AT, 1355_G_AT, 35373_AT, 38128_AT, 1910_S_AT, 37711_AT, 32073_AT, 822_S_AT, 37983_AT, 34618_AT, 936_S_AT, 39094_AT, 38945_AT, 1974_S_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 41489_AT, 1331_S_AT, 1901_S_AT, 1645_AT, 37096_AT, 36703_AT, 34720_AT, 1890_AT, 31687_F_AT, 1419_G_AT, 2090_I_AT, 39187_AT, 1983_AT	133	3052	16792	1.4478857694695453	1.0	0.3078405199264841	28.930622235790704
GOTERM_BP_ALL	GO:0033028~myeloid cell apoptotic process	3	2.0689655172413794	0.01893202624061204	1403_S_AT, 37711_AT, 1910_S_AT	133	27	16792	14.028404344193818	1.0	0.31054611993803416	29.335590569663438
GOTERM_BP_ALL	GO:0002446~neutrophil mediated immunity	3	2.0689655172413794	0.01893202624061204	33963_AT, 37096_AT, 679_AT, 37105_AT	133	27	16792	14.028404344193818	1.0	0.31054611993803416	29.335590569663438
GOTERM_MF_ALL	GO:0015081~sodium ion transmembrane transporter activity	5	3.4482758620689653	0.019421868815327422	35121_AT, 37953_S_AT, 40317_AT, 37097_AT, 34436_AT	127	137	16881	4.8511408701649525	0.9999895986672843	0.35679475604898914	25.07365989784377
GOTERM_BP_ALL	GO:0016032~viral process	15	10.344827586206897	0.01969097091375458	33963_AT, 1974_S_AT, 35595_AT, 31793_AT, 1403_S_AT, 1112_G_AT, 35373_AT, 37711_AT, 1910_S_AT, 32073_AT, 40271_AT, 36234_AT, 34606_S_AT, 32413_AT, 31506_S_AT, 39094_AT	133	966	16792	1.9604912903376452	1.0	0.3192829296174088	30.322107362158047
GOTERM_CC_ALL	GO:0045211~postsynaptic membrane	6	4.137931034482759	0.019714311819798908	33293_AT, 38236_AT, 40058_S_AT, 32717_AT, 936_S_AT, 1355_G_AT	134	212	18224	3.849056603773585	0.9990014409254874	0.24146617738996767	23.81253169584461
GOTERM_MF_ALL	GO:0005539~glycosaminoglycan binding	6	4.137931034482759	0.019925652320161785	33963_AT, 37096_AT, 679_AT, 33284_AT, 32250_AT, 1372_AT, 37105_AT	127	208	16881	3.834267110841914	0.9999922993394816	0.3534350658801366	25.638229105803955
GOTERM_MF_ALL	GO:0005515~protein binding	93	64.13793103448275	0.02004487754154546	38646_S_AT, 31621_S_AT, 38103_AT, 37968_AT, 35915_AT, 1355_G_AT, 1855_AT, 37711_AT, 39908_AT, 32073_AT, 35090_G_AT, 40058_S_AT, 36234_AT, 1575_AT, 936_S_AT, 39511_AT, 41280_R_AT, 1974_S_AT, 40350_AT, 38236_AT, 32418_AT, 34636_AT, 37454_AT, 35595_AT, 1403_S_AT, 33516_AT, 32250_AT, 1901_S_AT, 1645_AT, 1786_AT, 31512_AT, 37096_AT, 40271_AT, 38816_AT, 34606_S_AT, 1890_AT, 37898_R_AT, 38201_AT, 919_AT, 40294_AT, 40790_AT, 1372_AT, 1983_AT, 36436_AT, 37105_AT, 35213_AT, 966_AT, 33963_AT, 35038_AT, 33684_AT, 33530_AT, 32148_AT, 34577_AT, 37408_AT, 36317_AT, 31525_S_AT, 35367_AT, 40186_AT, 35373_AT, 38128_AT, 1910_S_AT, 679_AT, 822_S_AT, 37983_AT, 35091_AT, 34618_AT, 38948_AT, 606_AT, 39698_AT, 37953_S_AT, 39094_AT, 38945_AT, 32439_AT, 38604_AT, 33080_S_AT, 32680_AT, 38691_S_AT, 32084_AT, 41489_AT, 967_G_AT, 35169_AT, 36378_AT, 35439_AT, 36479_AT, 36703_AT, 38482_AT, 32413_AT, 1419_G_AT, 31687_F_AT, 40317_AT, 39198_S_AT, 2090_I_AT, 32279_AT, 39187_AT, 37166_AT, 37954_AT	127	10806	16881	1.1439642018651055	0.9999928283409246	0.3449535009554342	25.77125837538079
GOTERM_BP_ALL	GO:0050670~regulation of lymphocyte proliferation	6	4.137931034482759	0.020130945723866103	1403_S_AT, 34618_AT, 35367_AT, 1901_S_AT, 37711_AT, 1910_S_AT	133	198	16792	3.8259284575074046	1.0	0.3235948304026498	30.888035895158016
GOTERM_BP_ALL	GO:0043276~anoikis	3	2.0689655172413794	0.020284709652021882	41489_AT, 1355_G_AT, 1910_S_AT	133	28	16792	13.527389903329752	1.0	0.32406782868309325	31.084792255282366
GOTERM_BP_ALL	GO:0018108~peptidyl-tyrosine phosphorylation	8	5.517241379310345	0.020423951417830807	1974_S_AT, 35090_G_AT, 32717_AT, 1403_S_AT, 35091_AT, 1355_G_AT, 1855_AT, 1901_S_AT, 1786_AT	133	349	16792	2.8941120710084665	1.0	0.3243449969261223	31.26250925470989
GOTERM_BP_ALL	GO:0006814~sodium ion transport	6	4.137931034482759	0.020523585903664883	32439_AT, 32084_AT, 37953_S_AT, 40317_AT, 37097_AT, 34436_AT	133	199	16792	3.8067026863641513	1.0	0.3241029980187171	31.389408802001462
GOTERM_BP_ALL	GO:0032944~regulation of mononuclear cell proliferation	6	4.137931034482759	0.020523585903664883	1403_S_AT, 34618_AT, 35367_AT, 1901_S_AT, 37711_AT, 1910_S_AT	133	199	16792	3.8067026863641513	1.0	0.3241029980187171	31.389408802001462
GOTERM_BP_ALL	GO:0044765~single-organism transport	38	26.20689655172414	0.02087505422955908	33963_AT, 32717_AT, 31525_S_AT, 35367_AT, 1355_G_AT, 35373_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 33685_AT, 37983_AT, 35121_AT, 1391_S_AT, 1575_AT, 37953_S_AT, 32439_AT, 38604_AT, 38236_AT, 34636_AT, 1403_S_AT, 33516_AT, 32084_AT, 1901_S_AT, 37172_AT, 1645_AT, 1786_AT, 33371_S_AT, 31512_AT, 37096_AT, 40271_AT, 32413_AT, 31687_F_AT, 37097_AT, 1419_G_AT, 40317_AT, 32279_AT, 40294_AT, 34436_AT	133	3415	16792	1.4048943735620163	1.0	0.327121531493044	31.835291133108544
GOTERM_BP_ALL	GO:0007268~chemical synaptic transmission	11	7.586206896551724	0.02088720040825104	38604_AT, 38236_AT, 32717_AT, 1112_G_AT, 37953_S_AT, 40317_AT, 34467_G_AT, 32279_AT, 1355_G_AT, 37711_AT, 1645_AT	133	604	16792	2.2993576656873973	1.0	0.32574387003287464	31.8506510502342
GOTERM_BP_ALL	GO:0099537~trans-synaptic signaling	11	7.586206896551724	0.02088720040825104	38604_AT, 38236_AT, 32717_AT, 1112_G_AT, 37953_S_AT, 40317_AT, 34467_G_AT, 32279_AT, 1355_G_AT, 37711_AT, 1645_AT	133	604	16792	2.2993576656873973	1.0	0.32574387003287464	31.8506510502342
GOTERM_BP_ALL	GO:0098916~anterograde trans-synaptic signaling	11	7.586206896551724	0.02088720040825104	38604_AT, 38236_AT, 32717_AT, 1112_G_AT, 37953_S_AT, 40317_AT, 34467_G_AT, 32279_AT, 1355_G_AT, 37711_AT, 1645_AT	133	604	16792	2.2993576656873973	1.0	0.32574387003287464	31.8506510502342
GOTERM_BP_ALL	GO:0099536~synaptic signaling	11	7.586206896551724	0.02088720040825104	38604_AT, 38236_AT, 32717_AT, 1112_G_AT, 37953_S_AT, 40317_AT, 34467_G_AT, 32279_AT, 1355_G_AT, 37711_AT, 1645_AT	133	604	16792	2.2993576656873973	1.0	0.32574387003287464	31.8506510502342
GOTERM_BP_ALL	GO:0018212~peptidyl-tyrosine modification	8	5.517241379310345	0.020996134266259958	1974_S_AT, 35090_G_AT, 32717_AT, 1403_S_AT, 35091_AT, 1355_G_AT, 1855_AT, 1901_S_AT, 1786_AT	133	351	16792	2.8776214039371935	1.0	0.3256180660607253	31.988261420951147
GOTERM_BP_ALL	GO:0010604~positive regulation of macromolecule metabolic process	33	22.758620689655174	0.021015834801103653	33963_AT, 35648_AT, 32717_AT, 35915_AT, 40186_AT, 1355_G_AT, 35373_AT, 38128_AT, 1910_S_AT, 37711_AT, 32073_AT, 822_S_AT, 37983_AT, 34618_AT, 936_S_AT, 39094_AT, 38945_AT, 1974_S_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 41489_AT, 1331_S_AT, 1901_S_AT, 1645_AT, 37096_AT, 36703_AT, 34720_AT, 1890_AT, 2090_I_AT, 1983_AT, 39187_AT	133	2856	16792	1.4588361660453655	1.0	0.3243578717258915	32.01312000891248
GOTERM_BP_ALL	GO:0030154~cell differentiation	40	27.586206896551722	0.021713566821269452	33963_AT, 33684_AT, 32148_AT, 32717_AT, 38103_AT, 37408_AT, 35915_AT, 35367_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 32073_AT, 33293_AT, 37983_AT, 40058_S_AT, 34618_AT, 39698_AT, 606_AT, 39511_AT, 1974_S_AT, 38604_AT, 33080_S_AT, 38236_AT, 32680_AT, 1112_G_AT, 35069_AT, 36378_AT, 35439_AT, 1901_S_AT, 1786_AT, 40271_AT, 34720_AT, 32413_AT, 1890_AT, 919_AT, 2090_I_AT, 39187_AT	133	3652	16792	1.3828657075327968	1.0	0.3316636113017346	32.88801795938977
GOTERM_BP_ALL	GO:0071346~cellular response to interferon-gamma	5	3.4482758620689653	0.021871790627570036	36703_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1419_G_AT	133	135	16792	4.676134781397939	1.0	0.3321236213575596	33.08493216579662
GOTERM_MF_ALL	GO:0031720~haptoglobin binding	2	1.3793103448275863	0.02222662662317606	31687_F_AT, 31525_S_AT	127	3	16881	88.61417322834644	0.9999980530681066	0.3645504731360043	28.166787128731574
GOTERM_CC_ALL	GO:0045202~synapse	12	8.275862068965518	0.022429282600714178	33293_AT, 32148_AT, 38236_AT, 40058_S_AT, 32717_AT, 37953_S_AT, 40317_AT, 41280_R_AT, 936_S_AT, 32279_AT, 1355_G_AT, 37711_AT	134	755	18224	2.16158940397351	0.9996185655970619	0.26121826717409347	26.644744880092365
GOTERM_BP_ALL	GO:0061333~renal tubule morphogenesis	4	2.7586206896551726	0.02277385793371503	33684_AT, 2090_I_AT, 37711_AT, 1910_S_AT	133	77	16792	6.558734498584123	1.0	0.3417327440712582	34.197193221437715
GOTERM_BP_ALL	GO:0007599~hemostasis	8	5.517241379310345	0.0230868485822277	33516_AT, 40317_AT, 31687_F_AT, 919_AT, 35373_AT, 37172_AT, 37954_AT, 1786_AT	133	358	16792	2.8213550636367457	1.0	0.3440057848623643	34.57901542820253
GOTERM_BP_ALL	GO:0050817~coagulation	8	5.517241379310345	0.0230868485822277	33516_AT, 40317_AT, 31687_F_AT, 919_AT, 35373_AT, 37172_AT, 37954_AT, 1786_AT	133	358	16792	2.8213550636367457	1.0	0.3440057848623643	34.57901542820253
GOTERM_BP_ALL	GO:0010259~multicellular organism aging	3	2.0689655172413794	0.02310704978969997	1974_S_AT, 967_G_AT, 33922_AT, 966_AT	133	30	16792	12.625563909774435	1.0	0.3427200179841797	34.60358713625396
GOTERM_BP_ALL	GO:2000108~positive regulation of leukocyte apoptotic process	3	2.0689655172413794	0.02310704978969997	1974_S_AT, 1403_S_AT, 37711_AT	133	30	16792	12.625563909774435	1.0	0.3427200179841797	34.60358713625396
GOTERM_BP_ALL	GO:0050804~modulation of synaptic transmission	7	4.827586206896552	0.023335471494150693	38236_AT, 32717_AT, 1112_G_AT, 37953_S_AT, 1355_G_AT, 37711_AT, 1645_AT	133	280	16792	3.156390977443609	1.0	0.3439472624490918	34.88082139610616
GOTERM_MF_ALL	GO:0046982~protein heterodimerization activity	9	6.206896551724138	0.023336446981676508	39908_AT, 1974_S_AT, 37983_AT, 40790_AT, 32279_AT, 35373_AT, 1901_S_AT, 37711_AT, 1910_S_AT	127	465	16881	2.5726695453390906	0.9999989981240875	0.369003237223793	29.357514841238384
GOTERM_BP_ALL	GO:0072006~nephron development	5	3.4482758620689653	0.023531225457497893	33684_AT, 40271_AT, 2090_I_AT, 37711_AT, 1910_S_AT	133	138	16792	4.574479677454506	1.0	0.34477040324127783	35.11752292493515
GOTERM_BP_ALL	GO:0070663~regulation of leukocyte proliferation	6	4.137931034482759	0.024284327974968385	1403_S_AT, 34618_AT, 35367_AT, 1901_S_AT, 37711_AT, 1910_S_AT	133	208	16792	3.64198958935801	1.0	0.35214969316813416	36.02059954066935
GOTERM_BP_ALL	GO:0007166~cell surface receptor signaling pathway	31	21.379310344827587	0.02461986940317364	33684_AT, 32717_AT, 38103_AT, 35915_AT, 35367_AT, 1355_G_AT, 35373_AT, 1855_AT, 1910_S_AT, 37711_AT, 822_S_AT, 35090_G_AT, 35091_AT, 34618_AT, 40350_AT, 38236_AT, 32680_AT, 37454_AT, 1403_S_AT, 41489_AT, 1112_G_AT, 1331_S_AT, 36378_AT, 35169_AT, 1901_S_AT, 1786_AT, 31512_AT, 40271_AT, 36703_AT, 1890_AT, 2090_I_AT, 39187_AT	133	2669	16792	1.4664386706744381	1.0	0.3545384852638469	36.419124544696004
GOTERM_BP_ALL	GO:0048167~regulation of synaptic plasticity	5	3.4482758620689653	0.024647225444809812	38236_AT, 32717_AT, 1112_G_AT, 1355_G_AT, 37711_AT	133	140	16792	4.509129967776585	1.0	0.3533343578989512	36.45151188535185
GOTERM_BP_ALL	GO:0051963~regulation of synapse assembly	4	2.7586206896551726	0.02515110660767336	40058_S_AT, 40317_AT, 1355_G_AT, 37711_AT	133	80	16792	6.3127819548872175	1.0	0.3576184854564891	37.04528553346572
GOTERM_BP_ALL	GO:0050793~regulation of developmental process	26	17.93103448275862	0.025192232103610067	33684_AT, 32717_AT, 35367_AT, 1355_G_AT, 1855_AT, 35373_AT, 1910_S_AT, 37711_AT, 39469_S_AT, 32073_AT, 40058_S_AT, 34618_AT, 39698_AT, 606_AT, 39511_AT, 33080_S_AT, 32680_AT, 37454_AT, 1901_S_AT, 37172_AT, 34720_AT, 1890_AT, 40317_AT, 919_AT, 2090_I_AT, 39187_AT	133	2129	16792	1.5418725300804852	1.0	0.3565737465195501	37.0935157078779
GOTERM_BP_ALL	GO:0044087~regulation of cellular component biogenesis	13	8.96551724137931	0.025202245511027586	1974_S_AT, 33080_S_AT, 31621_S_AT, 40058_S_AT, 32717_AT, 34636_AT, 38482_AT, 40317_AT, 39198_S_AT, 35169_AT, 1355_G_AT, 35373_AT, 37711_AT	133	807	16792	2.0338578788979884	1.0	0.3551847181580764	37.105253705252615
GOTERM_BP_ALL	GO:2000045~regulation of G1/S transition of mitotic cell cycle	5	3.4482758620689653	0.02521704743818515	1974_S_AT, 822_S_AT, 38103_AT, 1983_AT, 1910_S_AT	133	141	16792	4.477150322615048	1.0	0.3538616399239497	37.12260114905255
GOTERM_BP_ALL	GO:0019538~protein metabolic process	55	37.93103448275862	0.025467011256548912	35648_AT, 38103_AT, 35915_AT, 1355_G_AT, 1855_AT, 37711_AT, 36713_AT, 32073_AT, 39908_AT, 35090_G_AT, 36234_AT, 33922_AT, 41280_R_AT, 1974_S_AT, 40350_AT, 38236_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 32250_AT, 1901_S_AT, 37172_AT, 1645_AT, 1786_AT, 31512_AT, 37096_AT, 40271_AT, 1890_AT, 919_AT, 1983_AT, 37105_AT, 33963_AT, 34233_I_AT, 38674_AT, 32717_AT, 40186_AT, 38128_AT, 35373_AT, 1910_S_AT, 679_AT, 822_S_AT, 37983_AT, 34249_AT, 34618_AT, 35091_AT, 38948_AT, 39698_AT, 39094_AT, 32680_AT, 38691_S_AT, 1331_S_AT, 36703_AT, 32413_AT, 1419_G_AT, 39198_S_AT, 37954_AT	133	5457	16792	1.272505066955459	1.0	0.3552016015317866	37.414869742801336
GOTERM_MF_ALL	GO:0046983~protein dimerization activity	16	11.03448275862069	0.026075050200772415	1974_S_AT, 33080_S_AT, 1403_S_AT, 37968_AT, 36378_AT, 1355_G_AT, 1901_S_AT, 35373_AT, 37711_AT, 1910_S_AT, 39908_AT, 37983_AT, 1419_G_AT, 40790_AT, 32279_AT, 40294_AT	127	1160	16881	1.83339668748303	0.9999998061737433	0.3926137965529928	32.217521564568685
GOTERM_BP_ALL	GO:0072073~kidney epithelium development	5	3.4482758620689653	0.026380939848859045	33684_AT, 40271_AT, 2090_I_AT, 37711_AT, 1910_S_AT	133	143	16792	4.414532835585467	1.0	0.36390607413775156	38.472584577426815
GOTERM_CC_ALL	GO:0072562~blood microparticle	5	3.4482758620689653	0.026410536873694847	31512_AT, 33516_AT, 31687_F_AT, 31525_S_AT, 32250_AT	134	154	18224	4.415584415584416	0.9999074396140387	0.291061863829134	30.621865180520814
GOTERM_BP_ALL	GO:0006464~cellular protein modification process	41	28.27586206896552	0.02668578663908603	34233_I_AT, 33963_AT, 38674_AT, 35648_AT, 32717_AT, 35915_AT, 1355_G_AT, 40186_AT, 35373_AT, 38128_AT, 1855_AT, 1910_S_AT, 37711_AT, 36713_AT, 39908_AT, 32073_AT, 679_AT, 35090_G_AT, 34249_AT, 35091_AT, 38948_AT, 39698_AT, 33922_AT, 41280_R_AT, 39094_AT, 1974_S_AT, 38236_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1331_S_AT, 1901_S_AT, 1645_AT, 1786_AT, 37096_AT, 40271_AT, 36703_AT, 1890_AT, 1419_G_AT, 1983_AT, 37105_AT	133	3818	16792	1.3558096393419379	1.0	0.3657656043562314	38.821619151786635
GOTERM_BP_ALL	GO:0036211~protein modification process	41	28.27586206896552	0.02668578663908603	34233_I_AT, 33963_AT, 38674_AT, 35648_AT, 32717_AT, 35915_AT, 1355_G_AT, 40186_AT, 35373_AT, 38128_AT, 1855_AT, 1910_S_AT, 37711_AT, 36713_AT, 39908_AT, 32073_AT, 679_AT, 35090_G_AT, 34249_AT, 35091_AT, 38948_AT, 39698_AT, 33922_AT, 41280_R_AT, 39094_AT, 1974_S_AT, 38236_AT, 32680_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1331_S_AT, 1901_S_AT, 1645_AT, 1786_AT, 37096_AT, 40271_AT, 36703_AT, 1890_AT, 1419_G_AT, 1983_AT, 37105_AT	133	3818	16792	1.3558096393419379	1.0	0.3657656043562314	38.821619151786635
GOTERM_BP_ALL	GO:0048856~anatomical structure development	55	37.93103448275862	0.026921766714108557	31621_S_AT, 38103_AT, 35915_AT, 1355_G_AT, 1855_AT, 39469_S_AT, 37711_AT, 32073_AT, 33293_AT, 35090_G_AT, 40058_S_AT, 33922_AT, 39511_AT, 1974_S_AT, 40350_AT, 38236_AT, 34636_AT, 37454_AT, 1112_G_AT, 1901_S_AT, 37172_AT, 1786_AT, 40271_AT, 34720_AT, 38816_AT, 1890_AT, 919_AT, 36436_AT, 966_AT, 33963_AT, 35038_AT, 33684_AT, 32148_AT, 32717_AT, 35367_AT, 38128_AT, 35373_AT, 1910_S_AT, 37983_AT, 34012_AT, 34249_AT, 34618_AT, 35091_AT, 39698_AT, 606_AT, 38604_AT, 33080_S_AT, 32680_AT, 41489_AT, 967_G_AT, 1331_S_AT, 36378_AT, 35439_AT, 32413_AT, 40317_AT, 2090_I_AT, 39187_AT	133	5473	16792	1.268784971747842	1.0	0.3668516303270686	39.0905190830929
GOTERM_BP_ALL	GO:0007275~multicellular organism development	50	34.48275862068966	0.02715194611816542	31621_S_AT, 38103_AT, 1355_G_AT, 1855_AT, 37711_AT, 39469_S_AT, 32073_AT, 33293_AT, 35090_G_AT, 40058_S_AT, 39511_AT, 33922_AT, 1974_S_AT, 40350_AT, 38236_AT, 34636_AT, 1112_G_AT, 1901_S_AT, 37172_AT, 1786_AT, 40271_AT, 38816_AT, 34720_AT, 919_AT, 36436_AT, 966_AT, 33963_AT, 35038_AT, 33684_AT, 32148_AT, 32717_AT, 35367_AT, 35373_AT, 38128_AT, 1910_S_AT, 37983_AT, 34249_AT, 35091_AT, 34618_AT, 606_AT, 39698_AT, 38604_AT, 33080_S_AT, 32680_AT, 41489_AT, 967_G_AT, 1331_S_AT, 35439_AT, 32413_AT, 40317_AT, 2090_I_AT, 39187_AT	133	4877	16792	1.2943985964501166	1.0	0.3678625086778966	39.35173283395724
GOTERM_MF_ALL	GO:0001191~transcriptional repressor activity, RNA polymerase II transcription factor binding	4	2.7586206896551726	0.02733420725237667	37096_AT, 34720_AT, 41489_AT, 40790_AT	127	87	16881	6.1113222916101	0.9999999090650273	0.3974954348359271	33.49594684425304
GOTERM_BP_ALL	GO:0031175~neuron projection development	13	8.96551724137931	0.027381755379486637	38604_AT, 32148_AT, 32680_AT, 40058_S_AT, 32717_AT, 34720_AT, 1112_G_AT, 606_AT, 1355_G_AT, 1901_S_AT, 39469_S_AT, 37711_AT, 1910_S_AT	133	817	16792	2.0089636576140473	1.0	0.3688580867817227	39.61147027159827
GOTERM_BP_ALL	GO:0032879~regulation of localization	29	20.0	0.02754929675020307	33963_AT, 35038_AT, 35367_AT, 35373_AT, 1910_S_AT, 39469_S_AT, 37711_AT, 35090_G_AT, 37983_AT, 35091_AT, 1391_S_AT, 37953_S_AT, 39511_AT, 1974_S_AT, 34636_AT, 1403_S_AT, 1901_S_AT, 37172_AT, 36766_AT, 1645_AT, 1786_AT, 37096_AT, 40271_AT, 36703_AT, 38482_AT, 1419_G_AT, 40317_AT, 919_AT, 1372_AT, 34436_AT	133	2473	16792	1.4805554119832536	1.0	0.3691767497491628	39.800167745238255
GOTERM_BP_ALL	GO:0002931~response to ischemia	3	2.0689655172413794	0.027622762390936455	33293_AT, 37711_AT, 1910_S_AT	133	33	16792	11.477785372522213	1.0	0.36849053682693833	39.88273433455214
GOTERM_BP_ALL	GO:0015748~organophosphate ester transport	4	2.7586206896551726	0.027657025081268168	33685_AT, 1575_AT, 39469_S_AT, 34436_AT	133	83	16792	6.084609113144306	1.0	0.3673942552586533	39.92120489668988
GOTERM_MF_ALL	GO:0005085~guanyl-nucleotide exchange factor activity	7	4.827586206896552	0.028060940330719073	40959_AT, 35090_G_AT, 32148_AT, 38236_AT, 35091_AT, 1112_G_AT, 1855_AT, 1901_S_AT	127	308	16881	3.020937723693629	0.999999941273267	0.39622682567957357	34.223535292223374
GOTERM_BP_ALL	GO:0030593~neutrophil chemotaxis	4	2.7586206896551726	0.028520865255189463	36703_AT, 37454_AT, 1403_S_AT, 35367_AT	133	84	16792	6.012173290368779	1.0	0.3750333549461824	40.883483053422644
GOTERM_CC_ALL	GO:0031838~haptoglobin-hemoglobin complex	2	1.3793103448275863	0.028876605961586636	31687_F_AT, 31525_S_AT	134	4	18224	68.0	0.9999616096173144	0.3045055661464747	32.984136643258275
GOTERM_BP_ALL	GO:0051050~positive regulation of transport	14	9.655172413793103	0.02904686517462641	33963_AT, 1974_S_AT, 40271_AT, 1403_S_AT, 1391_S_AT, 35367_AT, 35373_AT, 1901_S_AT, 1910_S_AT, 1645_AT, 37172_AT, 39469_S_AT, 36766_AT, 1786_AT	133	920	16792	1.9212814645308924	1.0	0.3790301490571333	41.4622688867506
GOTERM_BP_ALL	GO:0002385~mucosal immune response	3	2.0689655172413794	0.02920058281091434	31793_AT, 1419_G_AT, 31506_S_AT, 33979_AT	133	34	16792	11.140203449800971	1.0	0.3791467617557749	41.630398898863675
GOTERM_BP_ALL	GO:0007162~negative regulation of cell adhesion	6	4.137931034482759	0.029450722843520048	36703_AT, 34618_AT, 38482_AT, 35367_AT, 35373_AT, 1901_S_AT	133	219	16792	3.4590586054176535	1.0	0.38024863089437977	41.90301668213312
GOTERM_BP_ALL	GO:0044267~cellular protein metabolic process	50	34.48275862068966	0.029462779086010908	35648_AT, 38103_AT, 35915_AT, 1355_G_AT, 1855_AT, 37711_AT, 36713_AT, 32073_AT, 39908_AT, 35090_G_AT, 36234_AT, 41280_R_AT, 33922_AT, 1974_S_AT, 38236_AT, 34636_AT, 37454_AT, 1403_S_AT, 1112_G_AT, 1901_S_AT, 1645_AT, 37172_AT, 1786_AT, 37096_AT, 40271_AT, 1890_AT, 919_AT, 1983_AT, 37105_AT, 33963_AT, 34233_I_AT, 38674_AT, 32717_AT, 40186_AT, 35373_AT, 38128_AT, 1910_S_AT, 679_AT, 822_S_AT, 37983_AT, 34249_AT, 35091_AT, 39698_AT, 38948_AT, 39094_AT, 32680_AT, 38691_S_AT, 1331_S_AT, 36703_AT, 32413_AT, 1419_G_AT, 37954_AT	133	4900	16792	1.288322847936167	1.0	0.37891632338616643	41.91612586557727
GOTERM_MF_ALL	GO:0043125~ErbB-3 class receptor binding	2	1.3793103448275863	0.029526036805047125	35373_AT, 1901_S_AT	127	4	16881	66.46062992125984	0.9999999757017719	0.40290104393110526	35.667855948007364
GOTERM_MF_ALL	GO:0044736~acid-sensing ion channel activity	2	1.3793103448275863	0.029526036805047125	37953_S_AT, 40317_AT	127	4	16881	66.46062992125984	0.9999999757017719	0.40290104393110526	35.667855948007364
GOTERM_BP_ALL	GO:0043648~dicarboxylic acid metabolic process	4	2.7586206896551726	0.030291234844474574	40735_AT, 38201_AT, 32279_AT, 37166_AT	133	86	16792	5.87235530687183	1.0	0.38584041796221835	42.810270333141034
GOTERM_BP_ALL	GO:0032502~developmental process	56	38.62068965517241	0.030655991880388582	31621_S_AT, 38103_AT, 33284_AT, 35915_AT, 1355_G_AT, 1855_AT, 39469_S_AT, 37711_AT, 32073_AT, 33293_AT, 35090_G_AT, 40058_S_AT, 33922_AT, 39511_AT, 1974_S_AT, 40350_AT, 38236_AT, 34636_AT, 37454_AT, 1112_G_AT, 1901_S_AT, 37172_AT, 1786_AT, 40271_AT, 34720_AT, 38816_AT, 1890_AT, 919_AT, 36436_AT, 966_AT, 33963_AT, 35038_AT, 33684_AT, 32148_AT, 32717_AT, 35367_AT, 38128_AT, 35373_AT, 1910_S_AT, 37983_AT, 34012_AT, 34249_AT, 34618_AT, 35091_AT, 39698_AT, 606_AT, 38604_AT, 33080_S_AT, 32680_AT, 41489_AT, 967_G_AT, 1331_S_AT, 36378_AT, 35439_AT, 32413_AT, 40317_AT, 2090_I_AT, 39187_AT	133	5632	16792	1.2553827751196172	1.0	0.3880273486961917	43.19981098508301
GOTERM_BP_ALL	GO:0016054~organic acid catabolic process	6	4.137931034482759	0.03097135689429885	40735_AT, 1391_S_AT, 1419_G_AT, 38201_AT, 32279_AT, 37166_AT	133	222	16792	3.412314570209307	1.0	0.38969876108494816	43.534581357979306
GOTERM_BP_ALL	GO:0050678~regulation of epithelial cell proliferation	7	4.827586206896552	0.03126945467393755	33080_S_AT, 1403_S_AT, 34618_AT, 34720_AT, 1901_S_AT, 37172_AT, 37711_AT	133	300	16792	2.9459649122807017	1.0	0.3911811222938856	43.849307136296936
GOTERM_BP_ALL	GO:0002694~regulation of leukocyte activation	9	6.206896551724138	0.03156567923274596	31512_AT, 1403_S_AT, 34618_AT, 35367_AT, 35373_AT, 1901_S_AT, 37711_AT, 1910_S_AT, 1786_AT	133	468	16792	2.4279930595720067	1.0	0.3926283803118784	44.16041262602845
GOTERM_BP_ALL	GO:0010035~response to inorganic substance	9	6.206896551724138	0.03190832690637785	40271_AT, 34636_AT, 33284_AT, 31687_F_AT, 31525_S_AT, 37166_AT, 37711_AT, 1910_S_AT, 38945_AT	133	469	16792	2.4228161020889107	1.0	0.3945087134759322	44.5182415094507
GOTERM_MF_ALL	GO:0008201~heparin binding	5	3.4482758620689653	0.031957558401482525	33963_AT, 37096_AT, 679_AT, 33284_AT, 32250_AT, 37105_AT	127	160	16881	4.15378937007874	0.9999999943995485	0.41892131613260575	37.999835203250385
